Language_area;Journal;Year;Issue_ID;Vol;No;Listed_Translator;Translator;Author;Title;Genre;SL;TL;Notes
DE;MO;1948;1;NONE;1;Anon.;Anon.;Frank, Waldo;Rom auf der Marionettenbühne;Book review;EN-AE;DE;BR: Thornton Wilder: The Ides of March
DE;MO;1948;1;NONE;1;Anon.;Anon.;West, Rebecca;Geliebter und gehaßter Churchill;Book review;EN-BE;DE;"BR: Winston Churchill: Memoiren, Band I; likely translated from: Saturday Review (19.06.1948, Vol.  I, No.25) "
DE;MO;1948;1;NONE;1;Anon.;Anon.;Shub, Boris;Lüge und Illusion;Book review;EN-AE;DE;BR: David Dallin und Boris Nikolajewsky: Zwangsarbeit in Sowjet-Rußland
DE;MO;1948;1;NONE;1;Anon.;Anon.;Crossman, Richard;Dr. Goebbels privat;Book review;EN-BE;DE;"BR: Joseph Goebbels Tagebücher; likely translated from: The New Statesman and Nation (03.04.1948, XXV, No. 891: 277)"
DE;MO;1948;1;NONE;1;Anon.;Anon.;Otis Hivnor, Mary;Jean-Louis Barrault und das magische Theater;Non-fictional prose;EN-AE;DE;J: Barrault and Artaud, in: Parisian Review (March 1948, Vol. 15, No. 3)
DE;MO;1948;1;NONE;1;Anon.;Anon.;Agee, James;Eisensteins letztes Werk;Non-fictional prose;EN-AE;DE;
DE;MO;1948;1;NONE;1;Anon.;Anon.;Spender, Stephen;Besuch bei Picasso (excerpt from: European Witness (1946));Life-writing;EN-BE;DE;B: European Witness (1946)
DE;MO;1948;1;NONE;1;Anon.;Anon.;Greenberg, Clement;Berliner Kunstschätze in den USA;Non-fictional prose;EN-AE;DE;
DE;MO;1948;1;NONE;1;Anon.;Anon.;Bowra, C. M.;Ein italienischer Lyriker. Salvatore Quasimodo;Non-fictional prose;EN-BE;DE;"J: Horizon (1947); includes translated poems from Quasimodo"
DE;MO;1948;2;NONE;2;Anon.;Anon.;Ward, Barbara;Ist der Krieg mit Russland unvermeidlich?;Non-fictional prose;EN-BE;DE;
DE;MO;1948;2;NONE;2;Anon.;Anon.;Hook, Sidney;Drei Grundzüge westlichen Denkens;Non-fictional prose;EN-AE;DE;
DE;MO;1948;2;NONE;2;Anon.;Anon.;Burnham, James;Vom Wesen des Kommunismus;Non-fictional prose;EN-AE;DE;"B; chapter: The Struggle for the World (1947)"
DE;MO;1948;2;NONE;2;Baudisch, Paul;Baudisch, Paul;Hemingway, Ernest;Abendessen im Hotel Gaylord;Fictional prose;EN-AE;DE;"B; chapter: Wem die Stunde schlägt (1941)"
DE;MO;1948;2;NONE;2;Anon.;Anon.;McCallum, Neil;Brief aus Südfrankreich: Stiere in Arles;Non-fictional prose;EN-BE;DE;
DE;MO;1948;2;NONE;2;Anon.;Anon.;Middleton, Drew;Sowjet-Russland ohne Propaganda. Berichte eines Auslands-Korrespondenten (2/2);Non-fictional prose;EN-AE;DE;
DE;MO;1948;2;NONE;2;Anon.;Anon.;Shub, Boris;Revolution im November. Aus Anlaß von zwei Jahrestagen;Non-fictional prose;EN-AE;DE;
DE;MO;1948;2;NONE;2;Anon.;Anon.;Kazin, Alfred;Keine wackere neue Welt mehr!;Book review;EN-AE;DE;"BR: Aldous Huxley: Ape and Essence; possibly translated from New York Herald Tribune Weekly Book Review (22.08.1948)"
DE;MO;1948;2;NONE;2;Anon.;Anon.;Huxley, Aldous;Der Augenblick;Quotation;EN-BE;DE;"short excerpt; B: Jesting Pilate"
DE;MO;1948;2;NONE;2;Anon.;Anon.;Olivier, Laurence;Dreimal Hamlet (1/3);Non-fictional prose;EN-BE;DE;pictures taken from LIFE 
DE;MO;1948;2;NONE;2;Anon.;Anon.;Mauriac, Claude;Dreimal Hamlet (2/3);Non-fictional prose;FR;DE;
DE;MO;1948;2;NONE;2;Anon.;Anon.;Herring, Robert;Dreimal Hamlet (3/3);Non-fictional prose;EN-BE;DE;
DE;MO;1948;2;NONE;2;Anon.;Anon.;Roditi, Edouard;Gibt es eine Neger-Lyrik? Bemerkungen über eine tendenziöse Anthologie;Non-fictional prose;EN-AE;DE;"BR: Stephan Hermlin: Auch ich bin Amerika. Dichtungen amerikanischer Neger; includes original poems and translations by Hermlin; original review in English: https://oac.cdlib.org"
DE;MO;1948;2;NONE;2;Anon.;Anon.;Douglas, Norman;Die Platte Weisheit ;Quotation;EN-BE;DE;"short excerpt; B: South Wind. Later translated by Gräfe, Anna (Südwind 1966) but too long afterwards to safely infer translator. This might be a lead to follow though (i.e. compare text)."
DE;MO;1948;2;NONE;2;Feist, Hans;Feist, Hans;Eliot, T. S.;The Rock;Poetry;EN-BE;DE;B: Ewiges England
DE;MO;1948;2;NONE;2;Anon.;Kracauer, Siegfried;Kracauer, Siegfried;Das Kabinett des Dr. Caligari;Non-fictional prose;EN-AE;DE;Self-translated -> identified through archival material -> 3-1-4-x1
DE;MO;1948;3;NONE;3;Anon.;Anon.;Croce, Benedetto;Der Antichrist in uns;Non-fictional prose;IT;DE;
DE;MO;1948;3;NONE;3;Anon.;Anon.;Huxley, Aldous;Was kostet der Fortschritt?;Non-fictional prose;EN-BE;DE;J: Life magazine (Sept 1948) 
DE;MO;1948;3;NONE;3;Anon.;Anon.;Sprigge, Cecil;Brief aus Italien: Ein Paradies auf Erden? ;Non-fictional prose;EN-BE;DE;
DE;MO;1948;3;NONE;3;Anon.;Bochow-Blüthgen, Hansi;James, Henry;Patina. Eine Erzählung;Fictional prose;EN-AE;DE;"translator revealed in letter to the editor in Monat 5; + info: „Unsere Erzählung - ‚The Tone of Time‘ - ist vermutlich das erste Werk des Autors das seither [Ende des vorigen Jahrhunderts] in Deutschland veröffentlicht worden ist.“"
DE;MO;1948;3;NONE;3;Anon.;Zedtwiz, Margret;Shub, David;Lenins letzte Tage. Aus einer neuen kritischen Biographie;Non-fictional prose;EN-AE;DE;"B; german edition 1952 "
DE;MO;1948;3;NONE;3;Anon.;Anon.;Roditi, Edouard;T.S. Eliot. Nobelpreis für Literatur 1948;Non-fictional prose;EN-AE;DE;includes translated poems from Eliot (possibly translated by Schröder, Rudolf Alexander)
DE;MO;1948;3;NONE;3;"Schröder, Rudolf Alexander; Sternberger, Dolf; Koval, Alexander";"Schröder, Rudolf Alexander; Sternberger, Dolf; Koval, Alexander";Eliot, T. S.;[Untitled];Poetry;EN-BE;DE;unclear which translator is responsible for which poem
DE;MO;1948;3;NONE;3;Schröder, Rudolf Alexander;Schröder, Rudolf Alexander;Eliot, T. S.;Murder in the Cathedral / Mord im Dom ;Poetry;EN-BE;DE;bilingual presentation
DE;MO;1948;3;NONE;3;Anon.;Anon.;Eliot, T. S.;T.S. Eliot als Kritiker. Eine Auswahl seiner Gedanken über Politik und Kultur ;Non-fictional prose;EN-BE;DE;
DE;MO;1948;3;NONE;3;Feist, Hans;Feist, Hans;Eliot, T. S.;Journey of the Magi / Die Reise der heiligen drei Könige;Poetry;EN-BE;DE;"bilingual presentation; B: Ewiges England"
DE;MO;1948;3;NONE;3;Sternberger, Dolf;Sternberger, Dolf;Eliot, T. S.;Vier Quartette ;Poetry;EN-BE;DE;excerpt from East Coker, J: Die Wandlung, Heft 1
DE;MO;1948;3;NONE;3;Anon.;Anon.;Orwell, George;Bericht aus London;Non-fictional prose;EN-BE;DE;
DE;MO;1948;3;NONE;3;Anon.;Anon.;Commager, Henry Steele;Der englische Charakter;Non-fictional prose;EN-AE;DE;
DE;MO;1948;3;NONE;3;Anon.;Anon.;Shaw, George Bernard;Der ewige Irländer;Quotation;EN-BE;DE;"short excerpt; „in einem Aufsatz über Irland und die Irländer“"
DE;MO;1948;3;NONE;3;Anon.;Anon.;Koestler, Arthur;Brief aus Tel Aviv: Vom Ghetto zur Utopie;Non-fictional prose;EN-BE;DE;unsure if translated
DE;MO;1948;3;NONE;3;Anon.;Anon.;Davis, Robert Gorham;Pliviers ‚Stalingrad‘ in Amerika;Book review;EN-AE;DE;"BR: Theodor Plivier: Stalingrad; like translated from: The New York Times (23.12.1984)"
DE;MO;1948;3;NONE;3;Anon.;Anon.;Kecskemeti, Paul;Jenseits des Sozialismus;Book review;HU;DE;"inferred SL: SL could also be EN-AE; unsure if translated; BR: Paul Sering: Jenseits des Kapitalismus"
DE;MO;1948;3;NONE;3;Anon.;Anon.;Wolfe, Bertram D.;Trotzki über Stalin;Book review;EN-AE;DE;BR: Leo Trotzki: Stalin
DE;MO;1948;3;NONE;3;Anon.;Meister, Guido G.;Camus, Albert;Die Freiheit und die Pest (excerpt from: Die Pest);Quotation;FR;DE;"short excerpt; B: Die Pest"
DE;MO;1948;3;NONE;3;Anon.;Anon.;Sweeney, James Johnson;Ein katalanischer Maler: Joan Miró;Non-fictional prose;EN-AE;DE;
DE;MO;1948;3;NONE;3;Anon.;Anon.;Miró, Joan;[Untitled];Non-fictional prose;SP;DE;
DE;MO;1948;3;NONE;3;Anon.;Anon.;Atkinson, Brooks;Ein Kritiker ist zuversichtlich;Non-fictional prose;EN-AE;DE;
DE;MO;1948;3;NONE;3;Anon.;Anon.;Saroyan, William;Ein Autor ist skeptisch;Non-fictional prose;EN-AE;DE;
DE;MO;1949;4;NONE;4;Anon.;Anon.;Jouvenel, Bertrand de;Expansion und Kontraktion;Non-fictional prose;FR;DE;possible source (unclear): B: L’Amérique en Europe (1948)
DE;MO;1949;4;NONE;4;Anon.;Anon.;Ward, Barbara;Die Initiative liegt bei uns;Non-fictional prose;EN-BE;DE;possible source (unclear): B: The West at Bay (1948)
DE;MO;1949;4;NONE;4;Anon.;Anon.;Schlesinger, Arthur M. Jr.;Brief aus Washington: Die transatlantische Gemeinschaft;Non-fictional prose;EN-AE;DE;
DE;MO;1949;4;NONE;4;Anon.;Anon.;Toynbee, Arnold J.;Brief aus Istanbul: Die Tradition und das Neue;Non-fictional prose;EN-BE;DE;
DE;MO;1949;4;NONE;4;Anon.;Anon.;Toynbee, Arnold J.;Die Chinesen als unsere Richter;Quotation;EN-BE;DE;"short excerpt; source: „Vortrag im Dritten Programm der BBC“"
DE;MO;1949;4;NONE;4;Anon.;Anon.;Murphy, Charles J. V.;Die Konstruktion der Luftbrücke;Non-fictional prose;EN-AE;DE;J: „The Berlin Airlift“, in: Fortune, Vol.  viii, no.5, Nov 1948
DE;MO;1949;4;NONE;4;Anon.;Anon.;Farrell, James T.;Was braucht die Literatur?;Non-fictional prose;EN-AE;DE;
DE;MO;1949;4;NONE;4;Anon.;Anon.;Wedgwood, C. V.;Verantwortung und Antisemitismus;Book review;EN-BE;DE;"Rubrik: Literatur; BR: Jean-Paul Sartre: Betrachtungen zur Judenfrage"
DE;MO;1949;4;NONE;4;Anon.;Anon.;Sweeney, James Johnson;Inhalt oder Form? Ein Gespräch mit Marc Chagall;Non-fictional prose;EN-AE;DE;possible source: B: Eleven Europeans in America
DE;MO;1949;4;NONE;4;Anon.;Anon.;Stern, Seymour;D.W. Griffith. Organisator und Philosoph;Non-fictional prose;EN-AE;DE;
DE;MO;1949;4;NONE;4;Anon.;Anon.;Agee, James;D.W. Griffith. Größe und Begrenzung;Non-fictional prose;EN-AE;DE;"similar text; J: The Nation (1948)"
DE;MO;1949;4;NONE;4;Anon.;Anon.;Auden, W. H.;W.B. Yeats als Vorbild;Non-fictional prose;EN-BE;DE;"J: „Yeats as an example“, in: The Kenyon Review, Vol. 10, No. 2, Spring 1948; included are translated poems side by side with the originals; bilingual presentation"
DE;MO;1949;4;NONE;4;Feist, Hans;Feist, Hans;Yeats, W. B.;An Irish Airman Forsees his Death / Ein irischer Flieger sieht seinen Tod voraus;Poetry;EN-BE;DE;bilingual presentation
DE;MO;1949;4;NONE;4;Berisch, Karl;Berisch, Karl;Auden, W. H.;In Memory of W.B. Yeats / Im Gedenken an W.B. Yeats;Poetry;EN-BE;DE;bilingual presentation 
DE;MO;1949;5;NONE;5;Anon.;Anon.;Hook, Sidney;Die Zukunft der demokratischen Linken;Non-fictional prose;EN-AE;DE;
DE;MO;1949;5;NONE;5;Anon.;Lemke, Bruno;Mill, John Stuart;Die Tyrannei der Gesellschaft;Quotation;EN-BE;DE;"short excerpt; B: On Liberty (1859)/ Über die Freiheit (1948)"
DE;MO;1949;5;NONE;5;Anon.;Bondy, Friedrich;Orwell, George;Der Hofstaat der Tiere (1/3);Fictional prose;EN-BE;DE;B: Farm der Tiere (1946), translators credited: N.O. Scarpi (pseudonym)
DE;MO;1949;5;NONE;5;Anon.;Anon.;Valéry, Paul;Über den Fortschritt;Quotation;FR;DE;"short excerpt; B: Regards sur le monde actuel (1938) [correct date 1931]"
DE;MO;1949;5;NONE;5;Anon.;Anon.;Rand, Christopher;Brief aus Schanghai: Eine Weltstadt löst sich auf;Non-fictional prose;EN-AE;DE;J: „Letter from Shanghai“, The New Yorker, 06.11.1948
DE;MO;1949;5;NONE;5;Anon.;Anon.;Isaacs, Harold;Kreml und Kuomintang;Non-fictional prose;EN-AE;DE;
DE;MO;1949;5;NONE;5;Anon.;Anon.;Fischer, Louis;Mahatma Gandhi;Non-fictional prose;EN-AE;DE;
DE;MO;1949;5;NONE;5;Anon.;Anon.;Trilling, Lionel;Ein Amerikaner in Spanien;Non-fictional prose;EN-AE;DE;
DE;MO;1949;5;NONE;5;Anon.;Anon.;Schlesinger, Arthur M. Jr.;Ein Sozialist und die Demokratie;Book review;EN-AE;DE;"BR: „Harold Laski: The  American Democracy“; possible source: J: The New York Times, 06.06.1948"
DE;MO;1949;5;NONE;5;Anon.;Anon.;Swan, Michael;Der Mythos Gordon Craig. Ein Erneuerer des europäischen Theaters;Non-fictional prose;EN-BE;DE;
DE;MO;1949;6;NONE;6;Anon.;Bondy, Friedrich;Orwell, George;Der Hofstaat der Tiere (2/3);Fictional prose;EN-BE;DE;B: Farm der Tiere (1946), translator credited: N.O. Scarpi (pseudonym)
DE;MO;1949;6;NONE;6;Anon.;Anon.;Levi, Carlo;Prüfung und Bewährung;Non-fictional prose;IT;DE;
DE;MO;1949;6;NONE;6;Anon.;Anon.;Sprigge, Cecil;Konflikt und Ausgleich;Non-fictional prose;EN-BE;DE;
DE;MO;1949;6;NONE;6;Anon.;Anon.;Sforza, Carlo;Zeit, Kummer und Ruhm;Quotation;IT;DE;"short excerpt; source: Italien und die Italiener"
DE;MO;1949;6;NONE;6;Anon.;Anon.;Hook, Sidney;John Dewey. Ein Porträt des Altmeisters des amerikanischen Geisteslebens;Non-fictional prose;EN-AE;DE;
DE;MO;1949;6;NONE;6;Anon.;Anon.;Millet, Raymond;Benedetto Croce. Ein Gespräch mit dem Weisen von Neapel;Non-fictional prose;FR;DE;
DE;MO;1949;6;NONE;6;Anon.;Anon.;Barea, Arturo;Aus dem alten Madrid. Jugenderinnerungen eines spanischen Demokraten;Life-writing;EN-BE;DE;B: The Forging of a Rebel / Hammer oder Amboss sein (1955) -> translator: Kalmer, Josef
DE;MO;1949;6;NONE;6;Anon.;Anon.;Fifield, William;Brief aus Madrid: Unter der Besatzung Francos;Non-fictional prose;EN-BE;DE;
DE;MO;1949;6;NONE;6;Anon.;Anon.;Franklin, Benjamin;In jenen Tagen ... ;Quotation;EN-AE;DE;"short excerpt; source: letter from Paris to Samuel Cooper"
DE;MO;1949;6;NONE;6;Anon.;Anon.;Kierkegaard, Sören;Moderne Dämonen;Quotation;DAN;DE;"short excerpt; source: diary, 21.05.1839"
DE;MO;1949;6;NONE;6;Anon.;Anon.;Pritchett, V. S.;George Orwell;Non-fictional prose;EN-BE;DE;
DE;MO;1949;6;NONE;6;Anon.;Anon.;Mathews, Jackson;Paul Valéry und die Welt;Book review;EN-AE;DE;BR: Paul Valéry: Regards sur Le Monde Actuel
DE;MO;1949;6;NONE;6;Anon.;Anon.;Thomson, Virgil;Amerikanisches Divertimento. Notizen eines Kritikers und Komponisten;Non-fictional prose;EN-AE;DE;
DE;MO;1949;7;NONE;7;Anon.;Anon.;Borgese, Giuseppe Antonio;Der Mythos einer Weltregierung;Non-fictional prose;IT;DE;
DE;MO;1949;7;NONE;7;Anon.;Anon.;Burnham, James;Ist die Welt wirklich unteilbar?;Non-fictional prose;EN-AE;DE;
DE;MO;1949;7;NONE;7;Anon.;Anon.;Russell, Bertrand;Die Einheit der westlichen Kultur;Non-fictional prose;EN-BE;DE;
DE;MO;1949;7;NONE;7;Anon.;Anon.;James, William;Aus der Hunde-Perspektive;Quotation;EN-AE;DE;"short excerpt; source: Essays in American Philosophy"
DE;MO;1949;7;NONE;7;Anon.;Bondy, Friedrich;Orwell, George;Der Hofstaat der Tiere (3/3);Fictional prose;EN-BE;DE;B: Farm der Tiere (1946), translator credited: N.O. Scarpi (pseudonym)
DE;MO;1949;7;NONE;7;Anon.;Anon.;Berdjajew, Nikolai;Persönlichkeit und Gemeinschaft;Quotation;RU;DE;"short excerpt; source: B: Hans von Eckardt: Freiheit und Würde des Menschen"
DE;MO;1949;7;NONE;7;Anon.;Anon.;Isherwood, Christopher;Brief aus Südamerika: Zwischen Bergen, Wüsten und Ozean;Non-fictional prose;EN-BE;DE;
DE;MO;1949;7;NONE;7;Anon.;Schalk, Fritz;Ortega y Gasset, José;Die meisten Formen sind leer;Quotation;SP;DE;"short excerpt; B: Der Intellektuelle und der Andere (1949)"
DE;MO;1949;7;NONE;7;Anon.;Herlitschka, Herberth E.;Wilder, Thornton;Die Iden des März. Cäsars Briefe an Lucius Mamilius Turrinus auf der Insel Capri;Fictional prose;EN-AE;DE;B (1949)
DE;MO;1949;7;NONE;7;Anon.;Anon.;Kazin, Alfred;Willa Cather;Non-fictional prose;EN-AE;DE;
DE;MO;1949;7;NONE;7;Anon.;Anon.;Matthews, Herbert L.;Marschall Badoglio und sein Gewissen;Book review;EN-AE;DE;BR: „Pietro Badoglio: L‘Italia nella Seconda Guerra mondiale“
DE;MO;1949;8;NONE;"8; 9 ";Anon.;Anon.;Dorn, Walter L.;Im neuen Europa;Non-fictional prose;EN-AE;DE;
DE;MO;1949;8;NONE;"8; 9 ";Anon.;Anon.;Crossman, Richard;Demokratischer Realismus;Non-fictional prose;EN-BE;DE;
DE;MO;1949;8;NONE;"8; 9 ";Anon.;Anon.;Aron, Raymond;Für ein europäisches Deutschland;Non-fictional prose;FR;DE;
DE;MO;1949;8;NONE;"8; 9 ";Anon.;Anon.;Lauret, René;Der Sieger als Arzt;Non-fictional prose;FR;DE;
DE;MO;1949;8;NONE;"8; 9 ";Anon.;Anon.;Mounier, Emmanuel;Versäumte Gelegenheiten;Non-fictional prose;FR;DE;
DE;MO;1949;8;NONE;"8; 9 ";Anon.;Anon.;Fraser, Lindley;Begreifliche Besorgnisse;Non-fictional prose;EN-BE;DE;
DE;MO;1949;8;NONE;"8; 9 ";Anon.;Anon.;Taylor, A. J. P.;Einigkeit!;Non-fictional prose;EN-BE;DE;
DE;MO;1949;8;NONE;"8; 9 ";Anon.;Anon.;Hodin, J. P.;Erinnerungen an Franz Kafka;Non-fictional prose;EN-BE;DE;first published in: Horizon
DE;MO;1949;8;NONE;"8; 9 ";Anon.;Anon.;Wolfe, Bertram D.;Der Fall Lyssenko. Das Schicksal der Wissenschaft in der UdSSR;Non-fictional prose;EN-AE;DE;
DE;MO;1949;8;NONE;"8; 9 ";Anon.;Anon.;Ricaumont, Jacques de;Das Drama der Belagerung;Non-fictional prose;FR;DE;
DE;MO;1949;8;NONE;"8; 9 ";Anon.;Anon.;Camus, Albert;Die Pest weicht zurück. Eine Szene aus ‚L‘Etat de Siège‘;Drama;FR;DE;Drama: Belagerungszustand (1955), German translation by: Hausser, Hans H. 
DE;MO;1949;8;NONE;"8; 9 ";Anon.;Anon.;Maritain, Jacques;Teil des Alls;Quotation;FR;DE;short excerpt
DE;MO;1949;8;NONE;"8; 9 ";Anon.;Anon.;Roditi, Edouard;Der Leidensweg der Berliner Museen;Non-fictional prose;EN-AE;DE;unclear if translated
DE;MO;1949;8;NONE;"8; 9 ";Anon.;Anon.;Edman, Irwin;Arthur Koestler als Philosoph;Book review;EN-AE;DE;BR: Arthur Koestler, Insight and Outlook
DE;MO;1949;9;NONE;10;Anon.;Anon.;Gide, André;Herbstblätter. Aus dem Tagebuch: Neuchâtel 1947;Life-writing;FR;DE;"German translation of the diaries (1967)  by:  Maria Schaefer-Rümelin; Gisela Schlientz"
DE;MO;1949;9;NONE;10;Anon.;Anon.;Brandeis, Louis;Das Geheimnis der Freiheit;Quotation;EN-AE;DE;"short excerpt; source: „Urteilsbegründung in Sache: Whitney gegen den Staat Kalifornien (U.S. Supreme Court, 1923)“"
DE;MO;1949;9;NONE;10;Anon.;Anon.;Woodcock, George;Ignazio Silone. Eine Anthologie aus seinem Schaffen. Persönlichkeit und Werk;Non-fictional prose;EN-AE;DE;
DE;MO;1949;9;NONE;10;Anon.;"Sutro, Nettie; Jacobi, Lucy von";Silone, Ignazio;Fontamara. Ein Ausschnitt aus dem Roman;Fictional prose;IT;DE;B: Fontamara, new German edition (1949)
DE;MO;1949;9;NONE;10;Anon.;Saager, Adolf;Silone, Ignazio;Was der Mensch sein kann. Aus dem Roman ‚Brot und Wein‘;Fictional prose;IT;DE;B: Brot und Wein (1936, 1954)
DE;MO;1949;9;NONE;10;Anon.;Huber, Jakob;Silone, Ignazio;Die Auserwählten. Ein Beitrag zur Phänomenologie des Diktators;Fictional prose;IT;DE;B: Schule der Diktatoren (1938)
DE;MO;1949;9;NONE;10;Anon.;Anon.;Silone, Ignazio;Der Sozialismus am Kreuzweg. Ein politisches Bekenntnis;Non-fictional prose;IT;DE;
DE;MO;1949;9;NONE;10;Anon.;Anon.;Pritchett, V. S.;Die Aufgabe des freien Schriftstellers;Quotation;EN-BE;DE;"short excerpt; source: „in einem Brief an Graham Greene“"
DE;MO;1949;9;NONE;10;Anon.;Anon.;Wedgwood, C. V.;Wie wächst die Macht? Über ein Buch von Bertrand de Jouvenel;Book review;EN-BE;DE;BR
DE;MO;1949;9;NONE;10;Anon.;Anon.;Draper, Theodore;Realist oder Opportunist?;Book review;EN-AE;DE;BR: The Diary of Pierre Laval
DE;MO;1949;9;NONE;10;Anon.;Anon.;Bullock, Alan;Ein Engländer beurteilt Bismarck;Book review;EN-BE;DE;BR: F. Darmstaedter: Bismarck and the Creation of the Second Reich
DE;MO;1949;9;NONE;10;Anon.;Anon.;Roditi, Edouard;Der Fall Ezra Pound oder die Grenzen der ästhetischen Wertschätzung;Non-fictional prose;EN-AE;DE;"unsure if translated; bilingual representation: contains bilingual versions of Pound’s poems"
DE;MO;1949;10;NONE;11;Anon.;Anon.;Crowther, Geoffrey;Brief aus London: Bewährungsprobe des Sozialismus;Non-fictional prose;EN-BE;DE;J: Atlantic Monthly
DE;MO;1949;10;NONE;11;Anon.;Anon.;James, Henry;Ein Kompendium der Welt;Quotation;EN-AE;DE;"short excerpt; B: The Notebooks of Henry James"
DE;MO;1949;10;NONE;11;Anon.;Anon.;Thurber, James;Kollektive Sicherheit;Quotation;EN-AE;DE;"short excerpt; B: Fables for our Time (1940)"
DE;MO;1949;10;NONE;11;Berisch, Karl;Berisch, Karl;James, Henry;Die Lehre des Meisters. Eine Erzählung;Fictional prose;EN-AE;DE;
DE;MO;1949;10;NONE;11;Anon.;Anon.;Silone, Ignazio;Mit Kreide an die Wand!;Quotation;IT;DE;"short excerpt; source: „in seiner ersten Rundfunkansprache an das italienische Volk (Oktober 1944) nach seiner Rückkehr aus dem Exil“"
DE;MO;1949;10;NONE;11;Anon.;Anon.;Rossi, A.;Zwei Jahre Deutsch-Sowjetisches Bündnis (August 1939 - Juni 1941) (1/2);Non-fictional prose;FR;DE;B: Deu Xans dalliance Germano-Soviétique (1949)
DE;MO;1949;10;NONE;11;Anon.;Anon.;Koestler, Arthur;Demi-vierges und gefallene Engel. Der gefährliche Flirt mit dem Totalitarismus;Non-fictional prose;EN-BE;DE;unsure if translated
DE;MO;1949;10;NONE;11;Anon.;Anon.;Croce, Benedetto;Goethe als Vorläufer. Über Georg Lukacs‘ Buch ‚Goethe und seine Zeit‘;"Non-fictional prose; Book review";IT;DE;source: J: Quaderni della Critica (July 1949)
DE;MO;1949;11;NONE;12;Anon.;Anon.;Stace, Walter Terence;Von der Verlassenheit des Menschen;Non-fictional prose;EN-BE;DE;
DE;MO;1949;11;NONE;12;Anon.;Anon.;Russell, Bertrand;Philosophie und Politik;Non-fictional prose;EN-BE;DE;
DE;MO;1949;11;NONE;12;Anon.;Anon.;Rougemont, Denis de;Ein Blick in die Zukunft;Non-fictional prose;FR;DE;
DE;MO;1949;11;NONE;12;Anon.;Anon.;Rossi, A.;Zwei Jahre Deutsch-Sowjetische Freundschaft (2/2);Non-fictional prose;FR;DE;B: Deu Xans dalliance Germano-Soviétique (1949)
DE;MO;1949;11;NONE;12;Anon.;Anon.;Mumford, Lewis;Brief aus Amerika: Wolkenkratzerdämmerung?;Non-fictional prose;EN-AE;DE;
