Language_area;Journal;Year;Issue_ID;Vol;No;Listed_Translator;Translator;Author;Title;Genre;SL;TL;Notes
DE;ME;1947;6;1;6;Curtius, Ernst Robert;Curtius, Ernst Robert;Gide, André;Theseus;Fictional prose;FR;DE;
DE;ME;1948;7;2;1;Stammler, Heinrich;Stammler, Heinrich;Eliot, T. S.;Was ist ein Klassiker?;Non-fictional prose;EN-BE;DE;Speech (“What is a classic”) at the annual meeting of the English Virgil society, 16th October 1944
DE;ME;1948;7;2;1;Kemp, Friedhelm;Kemp, Friedhelm;Malraux, André;Hauptmann Hernandez;Fictional prose;FR;DE;
DE;ME;1948;7;2;1;Anon.;Anon.;Lean, Tangye;Eine Studie über Toynbee;Non-fictional prose;EN-BE;DE;A study, part 1
DE;ME;1948;7;2;1;Anon.;Anon.;Robert, Marthe;Zu Franz Kafkas Segment “In unserer Synagoge”;Book review;FR;DE;Comment to the prose “In unserer Synagoge,” published in French journal “L'Heure Nouvelle”
DE;ME;1948;7;2;1;Anon.;Anon.;Reynold, Gonzague de;Was ist Europa?;Non-fictional prose;FR;DE;Swiss writer, historian, and right-wing political activist with a traditionalist Catholic and Swiss nationalist worldview
DE;ME;1948;8;2;2;Anon.;Anon.;Schumpeter, Joseph A.;Der Kapitalismus und die Intellektuellen;Non-fictional prose;EN-AE;DE;"First published in the US in his book “Business Cycle“; Schumpeter was an Austrian political economist, emigrated to the US in 1932 and became a professor at Harvard University, obtained American citizenship in 1939"
DE;ME;1948;8;2;2;Ziwutschka, Josef;Ziwutschka, Josef;Rougemont, Denis de;Des Teufels Anteil;Non-fictional prose;FR;DE;Published in book “La Part du Diable” which was written during the war
DE;ME;1948;8;2;2;Hansen, Kurt Heinrich;Hansen, Kurt Heinrich;Thomas, Dylan;Poem in October / Gedicht im Oktober;Poetry;EN-BE;DE;"Part of a group of two poems titled ""Gedichte"". Merkur printed both the English original and the German translation; first published in the volume of poems “Deaths and Entrances” in 1940; bilingual presentation"
DE;ME;1948;8;2;2;Hansen, Kurt Heinrich;Hansen, Kurt Heinrich;Thomas, Dylan;Fern Hill;Poetry;EN-BE;DE;"Part of a group of two poems titled ""Gedichte"". Merkur printed both the English original and the German translation; first published in the volume of poems “Deaths and Entrances” in 1940; bilingual presentation"
DE;ME;1948;8;2;2;Anon.;Anon.;Lean, Tangye;Eine Studie über Toynbee;Non-fictional prose;EN-BE;DE;"Part 2; part 1 in Vol. 7, 1948"
DE;ME;1948;9;2;3;Hansen, Kurt Heinrich;Hansen, Kurt Heinrich;MacLeish, Archibald;Der Fall einer Stadt;Drama;EN-AE;DE;"Written in 1937 (“The fall of a city”); the first American verse play written for radio; first broadcast April 11, 1937 (Columbia Broadcasting System)"
DE;ME;1948;9;2;3;Anon.;Anon.;Ivanov, Vyacheslav;Forma Formans und Forma Formata: Über innere und äussere Form;Non-fictional prose;RU;DE;
DE;ME;1948;9;2;3;Curtius, Ernst Robert;Curtius, Ernst Robert;Gide, André;Theseus (II);Fictional prose;FR;DE;Part 2, part 1 in Vol. 6, 1947
DE;ME;1948;10;2;4;Stresau, Hermann;Stresau, Hermann;Mumford, Lewis;Soziale Wirkungen eines Atomkrieges;Non-fictional prose;EN-AE;DE;Essay, “Social Effects of Atomic War”, first published in the magazine “Changing World”, London (Vol. 2, 1947)
DE;ME;1948;10;2;4;Stammler, Heinrich;Stammler, Heinrich;Jessenin, Sergej;[Untitled];Poetry;RU;DE;"Part of a group of 5 poems titled ""Gedichte""; bilingual presentation"
DE;ME;1948;10;2;4;Stammler, Heinrich;Stammler, Heinrich;Jessenin, Sergej;[Untitled];Poetry;RU;DE;"Part of a group of 5 poems titled ""Gedichte""; bilingual presentation"
DE;ME;1948;10;2;4;Stammler, Heinrich;Stammler, Heinrich;Jessenin, Sergej;[Untitled];Poetry;RU;DE;"Part of a group of 5 poems titled ""Gedichte""; bilingual presentation"
DE;ME;1948;10;2;4;Stammler, Heinrich;Stammler, Heinrich;Jessenin, Sergej;Der Brief an die Mutter;Poetry;RU;DE;"Part of a group of 5 poems titled ""Gedichte""; bilingual presentation"
DE;ME;1948;10;2;4;Stammler, Heinrich;Stammler, Heinrich;Jessenin, Sergej;[Untitled];Poetry;RU;DE;"Part of a group of 5 poems titled ""Gedichte""; bilingual presentation"
DE;ME;1948;10;2;4;Rechel, Eva;Rechel, Eva;Sartre, Jean-Paul;Schmutzige Hände;Drama;FR;DE;
DE;ME;1948;10;2;4;Anon.;Anon.;Lawrence, D. H.;Ein Brief aus Deutschland 1924;Life-writing;EN-BE;DE;
DE;ME;1949;11;3;1;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1949;12;3;2;Anon.;Anon.;Maulnier, Thierry;Die Epoche des Terrors;Non-fictional prose;FR;DE;
DE;ME;1949;13;3;3;Anon.;Anon.;Rougemont, Denis de;Modell T.E.L.: Lawrence und Saint-Exupéry;Non-fictional prose;FR;DE;
DE;ME;1949;14;3;4;Kraushaar, Richard;Kraushaar, Richard;Huxley, Aldous;Die zweifache Krise;Non-fictional prose;EN-BE;DE;
DE;ME;1949;14;3;4;Curtius, Ilse;Curtius, Ilse;Toynbee, Arnold J.;Deterministische Geschichtsauffassungen;Non-fictional prose;EN-BE;DE;14th chapter (“Deterministic Solutions”) of “A Study of History”, abridged version of Toynbee’s work by D. C. Somevell
DE;ME;1949;15;3;5;Schröder, Rudolf Alexander;Schröder, Rudolf Alexander;Shakespeare, William;Sonette;Poetry;EN-BE;DE;
DE;ME;1949;16;3;6;Anon.;Anon.;Mumford, Lewis;Monumentalstil und Symbolismus;Non-fictional prose;EN-AE;DE;
DE;ME;1949;16;3;6;Anon.;Anon.;Little, Edward F.;Westliches Schisma und russische Revolution;Non-fictional prose;EN-AE;DE;
DE;ME;1949;16;3;6;Kahler, Erich;Kahler, Erich;Hopkins, Gerard Manley;Sonnet 46 (Patience);Poetry;EN-BE;DE;"Part of a group of 6 poems titled ""Gedichte""; bilingual presentation"
DE;ME;1949;16;3;6;Kahler, Erich;Kahler, Erich;Hopkins, Gerard Manley;Sonnet 45 (I Wake and Feel);Poetry;EN-BE;DE;"Part of a group of 6 poems titled ""Gedichte""; bilingual presentation"
DE;ME;1949;16;3;6;Kahler, Erich;Kahler, Erich;Hopkins, Gerard Manley;Sonnet 46 (Patience);Poetry;EN-BE;DE;"Part of a group of 6 poems titled ""Gedichte""; bilingual presentation"
DE;ME;1949;16;3;6;Kahler, Erich;Kahler, Erich;Hopkins, Gerard Manley;Sonnet 22 (Peace);Poetry;EN-BE;DE;"Part of a group of 6 poems titled ""Gedichte""; bilingual presentation"
DE;ME;1949;16;3;6;Kahler, Erich;Kahler, Erich;Hopkins, Gerard Manley;Sonnet 40 (Carrion Comfort);Poetry;EN-BE;DE;"Part of a group of 6 poems titled ""Gedichte""; bilingual presentation"
DE;ME;1949;16;3;6;Kahler, Erich;Kahler, Erich;Hopkins, Gerard Manley;Spring and Fall;Poetry;EN-BE;DE;"Part of a group of 6 poems titled ""Gedichte""; bilingual presentation"
DE;ME;1949;16;3;6;Anon.;Anon.;Maulnier, Thierry;Jean-Paul Sartre und der Selbstmord der Literatur – Rezension zu: Jean-Paul Sartre: Was ist Literatur?;Book review;FR;DE;
DE;ME;1949;17;3;7;Kemp, Friedhelm;Kemp, Friedhelm;Malraux, André;Die Nussbäume der Altenburg;Fictional prose;FR;DE;“Les Noyers de l'Altenburg”, part 1
DE;ME;1949;18;3;8;Kemp, Friedhelm;Kemp, Friedhelm;Malraux, André;Die Nussbäume der Altenburg (II);Fictional prose;FR;DE;“Les Noyers de l'Altenburg”, part 2
DE;ME;1949;19;3;9;Kemp, Friedhelm;Kemp, Friedhelm;Paulhan, Jean;Über die moderne Malerei oder von einem Raume, den das Herz empfindet;Non-fictional prose;FR;DE;
DE;ME;1949;19;3;9;Drozdowski, Georg;Drozdowski, Georg;Gheorghiu, Constantin Virgil;Gebet;Poetry;RO;DE;"Gheorghiu also wrote in French; Part of a group of 4 poems titled ""Gedichte"""
DE;ME;1949;19;3;9;Drozdowski, Georg;Drozdowski, Georg;Gheorghiu, Constantin Virgil;Elegie;Poetry;RO;DE;"Gheorghiu also wrote in French; Part of a group of 4 poems titled ""Gedichte"""
DE;ME;1949;19;3;9;Drozdowski, Georg;Drozdowski, Georg;Gheorghiu, Constantin Virgil;Aufzeichnungen;Poetry;RO;DE;"Gheorghiu also wrote in French; Part of a group of 4 poems titled ""Gedichte"""
DE;ME;1949;19;3;9;Drozdowski, Georg;Drozdowski, Georg;Gheorghiu, Constantin Virgil;Sterbegebet;Poetry;RO;DE;"Gheorghiu also wrote in French; Part of a group of 4 poems titled ""Gedichte"""
DE;ME;1949;19;3;9;Anon.;Anon.;Russell, John E.;Der Kampf um die Ernährung: Eine Diskussion mit Aldous Huxley;Life-writing;EN-BE;DE;
DE;ME;1949;20;3;10;Süskind, Wilhelm Emanuel;Süskind, Wilhelm Emanuel;Belgion, Montgomery;Melvilles “Moby Dick”;Non-fictional prose;EN-BE;DE;
DE;ME;1949;21;3;11;Anon.;Anon.;Wilder, Thornton;James Joyce;Life-writing;EN-AE;DE;"Obituary; first published in the US in 1944 (Wells College Press Aurora, N. Y.)"
DE;ME;1949;22;3;12;Anon.;Anon.;"Brailsford, Evamaria; Brailsford, H. N.";Deutschlands Einfluss auf Krieg oder Frieden;Non-fictional prose;EN-BE;DE;"Possibly in English; H. N. Brailsford was a British journalist, Evamaria Brailsford, born Perlmann, was a Jewish German refugee who emigrated to England"
DE;ME;1949;22;3;12;Kemp, Friedhelm;Kemp, Friedhelm;Gide, André;Vorrede zu einer Anthologie der französischen Dichtung;Non-fictional prose;FR;DE;“Anthologie de la Poésie Française”
DE;ME;1949;22;3;12;Viebrock, Helmut;Viebrock, Helmut;Priestley, J. B.;Herrn Strenberrys Erzählung;Fictional prose;EN-BE;DE;
DE;ME;1950;23;4;1;Möring, Richard;Möring, Richard;Waugh, Evelyn;Tod in Hollywood;Fictional prose;EN-BE;DE;"“The loved One”; first published in America and England, part 1"
DE;ME;1950;23;4;1;Anon.;Anon.;Dawson, Christopher;Europäische Literatur und lateinisches Mittelalter – Rezension zu: Ernst Robert Curtius: Europäische Literatur und lateinisches Mittelalter;Book review;EN-BE;DE;
DE;ME;1950;24;4;2;Kraushaar, Richard;Kraushaar, Richard;Whyte, Lancelot Law;Das wissenschaftliche Denken in den nächsten Jahrzehnten;Non-fictional prose;EN-BE;DE;
DE;ME;1950;24;4;2;Möring, Richard;Möring, Richard;Waugh, Evelyn;Tod in Hollywood (II);Fictional prose;EN-BE;DE;"Part 2; part 1 published in Vol. 23, 1949"
DE;ME;1950;25;4;3;Möring, Richard;Möring, Richard;Waugh, Evelyn;Tod in Hollywood (III);Fictional prose;EN-BE;DE;"Part 3; Part 1 and 2 published in Vol. 23, 1949 and 24, 1949, last part"
DE;ME;1950;26;4;4;Roediger, C.;Roediger, C.;"Russell, Bertrand; Copleston, Frederick C.";Gespräche über die Existenz Gottes;Life-writing;EN-BE;DE;
DE;ME;1950;26;4;4;Rüdiger, Lisa;Rüdiger, Lisa;Bartolini, Manrico;Das Geständnis;Fictional prose;IT;DE;
DE;ME;1950;26;4;4;Anon.;Anon.;Spender, Stephen;Die Situation des amerikanischen Schriftstellers;Non-fictional prose;EN-BE;DE;
DE;ME;1950;27;4;5;Hansen, Kurt Heinrich;Hansen, Kurt Heinrich;Auden, W. H.;Das Zeitalter der Angst;Poetry;EN-BE;DE;"Anglo-American poet; 1939 moved to the US and became an American citizen in 1946, retaining his British citizenship. This contains an extended commentary on the translated poem."
DE;ME;1950;27;4;5;Anon.;Anon.;Astre, Georges Albert;Zum dichterischen Werk von W. H. Auden;Non-fictional prose;FR;DE;Known as a leading French expert on English and American poetry
DE;ME;1950;27;4;5;Kemp, Friedhelm;Kemp, Friedhelm;Schlumberger, Jean;Marie;Fictional prose;FR;DE;A narrative
DE;ME;1950;28;4;6;Kilpper, Gustav;Kilpper, Gustav;Ortega y Gasset, José;Glanz und Elend der Übersetzung;Non-fictional prose;SP;DE;
DE;ME;1950;29;4;7;Anon.;Anon.;Broglie, Louis de;Das Licht in der physikalischen Welt;Non-fictional prose;FR;DE;Excerpt from book “Physik und Mikrophysik”
DE;ME;1950;30;4;8;Picht, Gerda;Picht, Gerda;Bos, Charles du;Begegnung mit Bergson;Life-writing;FR;DE;
DE;ME;1950;31;4;9;Stammler, Heinrich;Stammler, Heinrich;Voloshin, Maximilian;Der Engel der Rache;Poetry;RU;DE;"Author also known as Woloschin and Voloshin; Part of a group of 5 poems titled ""Gedichte"""
DE;ME;1950;31;4;9;Stammler, Heinrich;Stammler, Heinrich;Voloshin, Maximilian;Die taubstummen Dämonen;Poetry;RU;DE;"Author also known as Woloschin and Voloshin; Part of a group of 5 poems titled ""Gedichte"""
DE;ME;1950;31;4;9;Stammler, Heinrich;Stammler, Heinrich;Voloshin, Maximilian;Beschwörung;Poetry;RU;DE;"Author also known as Woloschin and Voloshin; Part of a group of 5 poems titled ""Gedichte"""
DE;ME;1950;31;4;9;Stammler, Heinrich;Stammler, Heinrich;Voloshin, Maximilian;Vorbedeutung;Poetry;RU;DE;"Author also known as Woloschin and Voloshin; Part of a group of 5 poems titled ""Gedichte"""
DE;ME;1950;31;4;9;Stammler, Heinrich;Stammler, Heinrich;Voloshin, Maximilian;[Untitled];Poetry;RU;DE;"Author also known as Woloschin and Voloshin; Part of a group of 5 poems titled ""Gedichte"""
DE;ME;1950;31;4;9;Anon.;Anon.;Walther Eidlitz;Das Lager in Indien;Life-writing;SE;DE;"Eidlitz lived in Sweden after the war and published there the book “Den glömda världen: om hinduism och meditation”; the article in Merkur is an excerpt from this book; Eidlitz wrote in German, English, Swedish and Russian"
DE;ME;1950;32;4;10;Kemp, Friedhelm;Kemp, Friedhelm;Schloezer, Boris von;Das mythische Ich des Künstlers;Non-fictional prose;FR;DE;"Last chapter of his book “Introduction à J. S. Bach”; Schloezer was a writer, musicologist and French translator of Russian origin and descendant of the Russian branch of a German noble family; emigrated to France after the October Revolution. Also known as Boris de Schloezer."
DE;ME;1950;32;4;10;Schröder, Rudolf Alexander;Schröder, Rudolf Alexander;Horace;Episteln II, 2 An Julius Florus;Poetry;LAT;DE;
DE;ME;1950;33;4;11;Anon.;Anon.;Picon, Gaëtan;"Malraux und ""Die Psychologie der Kunst"" – Rezension zu: André Malraux: Das imaginäre Museum";Book review;FR;DE;
DE;ME;1950;34;4;12;Anon.;Anon.;Löwith, Karl;Christentum und Geschichte;Non-fictional prose;EN-AE;DE;"Essay and last chapter of Löwith’s book “Meaning in History. The theological implications of the philosophy of history” (Chicago University Press, 1949); Löwith was a German philosopher teaching philosophy and history in New York"
DE;ME;1950;34;4;12;Schaeder, Hans Heinrich;Schaeder, Hans Heinrich;Eliot, T. S.;Von Poe zu Valéry;Non-fictional prose;EN-BE;DE;
DE;ME;1950;34;4;12;Demetz, Peter;Demetz, Peter;Orten, Jiří;Am Scheideweg;Poetry;CZ;DE;" Part of a group of 2 poems titled ""Gedichte"""
DE;ME;1950;34;4;12;Demetz, Peter;Demetz, Peter;Orten, Jiří;Die letzte Elegie;Poetry;CZ;DE;" Part of a group of 2 poems titled ""Gedichte"""
DE;ME;1950;34;4;12;Einsiedel, Wolfgang von;Einsiedel, Wolfgang von;Wilson, Angus;Realpolitik;Fictional prose;EN-BE;DE;
DE;ME;1951;35;5;1;Kilpper, Gustav;Kilpper, Gustav;Ortega y Gasset, José;Insichselbst-Versenkung und Selbstentfremdung;Non-fictional prose;SP;DE;Speech (“Ensimismamiento y Alteración”) in Buenos Aires, 1939
DE;ME;1951;36;5;2;Anon.;Anon.;Weil, Simone;Ilias: Dichtung der Gewalt;Non-fictional prose;FR;DE;Essay (“L'Iliade ou le poème de la force”), first published in the French literary magazine “Cahiers du Sud” under the pseudonym Emile Novis
DE;ME;1951;36;5;2;"Hesse, Eva; Noeggerath, Felix";"Hesse, Eva; Noeggerath, Felix";Sender, Ramón J.;Lot und sein Haus;Drama;EN-AE;DE;First published (“The house of Lot”) in the American journal “New Mexico Quarterly” (Vol. X X , Spring 1950)
DE;ME;1951;37;5;3;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1951;38;5;4;Rechel, Eva;Rechel, Eva;Barrault, Jean-Louis;Das Theater und sein Instrument;Non-fictional prose;FR;DE;
DE;ME;1951;39;5;5;Kemp, Friedhelm;Kemp, Friedhelm;Schlumberger, Jean;Abschied von André Gide;Non-fictional prose;FR;DE;
DE;ME;1951;39;5;5;Dülberg, Peter;Dülberg, Peter;Hogg, James;Begegnung mit dem Widersacher: Aus den Bekenntnissen eines gerechtfertigten Sünders;Fictional prose;EN-BE;DE;Partially in Old English dialect
DE;ME;1951;40;5;6;Holthusen, Johannes;Holthusen, Johannes;Fedotov, G. P.;Rußland und die Freiheit;Non-fictional prose;RU;DE;"Essay; first published in the Russian journal “Novijj Shurnal” (New York, 1945); Fedotov studied history and philosophy in Berlin, Jena and Petersburg; emigrated to New York in 1925 "
DE;ME;1951;40;5;6;Walther, E.;Walther, E.;Infeld, Leopold;Einsteins neue Theorie;Non-fictional prose;EN;DE;"Polish physicist, lived in Poland, England, the US and Canada; the article in Merkur was first published in the magazine “The American Scholar”, thus probably EN-AE"
DE;ME;1951;41;5;7;Horst, Karl August;Horst, Karl August;Gómez de la Serna, Ramón;Capriccios;Fictional prose;SP;DE;
DE;ME;1951;42;5;8;Hesse, Eva;Hesse, Eva;Keeri-Santo, Emery;Fahrt in den Morgen;Fictional prose;EN;DE;"Hungarian writer, published short stories and poetry in Hungarian journals; he also worked at Radio Free Europe/Radio Liberty (RFE/RL), a United States government-funded organization that broadcasts and reports news, information and analysis to countries in Eastern Europe, Central Asia, Caucasus and the Middle East. Not indicated whether in EN-BE or EN-AE"
DE;ME;1951;43;5;9;Frenzel, Herbert;Frenzel, Herbert;Montale, Eugenio;Ekloge;Poetry;IT;DE;" Part of a group of 8 poems titled ""Gedichte"""
DE;ME;1951;43;5;9;Frenzel, Herbert;Frenzel, Herbert;Montale, Eugenio;[Untitled];Poetry;IT;DE;" Part of a group of 8 poems titled ""Gedichte"""
DE;ME;1951;43;5;9;Frenzel, Herbert;Frenzel, Herbert;Montale, Eugenio;Portovenere;Poetry;IT;DE;" Part of a group of 8 poems titled ""Gedichte"""
DE;ME;1951;43;5;9;Frenzel, Herbert;Frenzel, Herbert;Montale, Eugenio;Ziehbrunnen;Poetry;IT;DE;" Part of a group of 8 poems titled ""Gedichte"""
DE;ME;1951;43;5;9;Frenzel, Herbert;Frenzel, Herbert;Montale, Eugenio;Sonnenblume;Poetry;IT;DE;" Part of a group of 8 poems titled ""Gedichte"""
DE;ME;1951;43;5;9;Frenzel, Herbert;Frenzel, Herbert;Montale, Eugenio;Aus „Mittelmeer“;Poetry;IT;DE;" Part of a group of 8 poems titled ""Gedichte"""
DE;ME;1951;43;5;9;Frenzel, Herbert;Frenzel, Herbert;Montale, Eugenio;Rot und Schwarz;Poetry;IT;DE;" Part of a group of 8 poems titled ""Gedichte"""
DE;ME;1951;43;5;9;Frenzel, Herbert;Frenzel, Herbert;Montale, Eugenio;Aus der Folge „Mottetti“;Poetry;IT;DE;" Part of a group of 8 poems titled ""Gedichte"""
DE;ME;1951;44;5;10;Demetz, Peter;Demetz, Peter;Melville, Herman;Ei, Von Plotinus Plinlimmon In 333 Vorlesungen;Fictional prose;EN-AE;DE;With a book review by translator
DE;ME;1951;44;5;10;Einsiedel, Wolfgang von;Einsiedel, Wolfgang von;Wescott, Glenway;Der Wanderfalke;Fictional prose;EN-AE;DE;Part 1
DE;ME;1951;45;5;11;Anon.;Anon.;Marcel, Gabriel;Menschsein Und Massendasein;Non-fictional prose;FR;DE;
DE;ME;1951;45;5;11;Einsiedel, Wolfgang von;Einsiedel, Wolfgang von;Wescott, Glenway;Der Wanderfalke (II);Fictional prose;EN-AE;DE;"Part 2; part 1 in Vol. 44, 1951"
DE;ME;1951;45;5;11;"Bense, Max; Walther, E.";"Bense, Max; Walther, E.";Monnerot, Jules;Zur Genealogie der kommunistischen Partei;Non-fictional prose;FR;DE;A study
DE;ME;1951;46;5;12;Anon.;Anon.;Weil, Simone;Geistliche Rechenschaft: Ein Brief;Life-writing;FR;DE;
DE;ME;1951;46;5;12;Kemp, Friedhelm;Kemp, Friedhelm;Herbert, Georges;Liebe;Poetry;EN-BE;DE;Author also known as Herbert, George
DE;ME;1951;46;5;12;Einsiedel, Wolfgang von;Einsiedel, Wolfgang von;Wescott, Glenway;Der Wanderfalke (III);Fictional prose;EN-AE;DE;"Part 3; part 1 and 2 in Vol. 44 and 45, 1951"
DE;ME;1952;47;6;1;Anon.;Anon.;Rougemont, Denis de;Indisches Tagebuch;Life-writing;FR;DE;
DE;ME;1952;48;6;2;Anon.;Anon.;Gide, André;Et nunc manet in te;Life-writing;FR;DE;
DE;ME;1952;48;6;2;Bonin, Tabitha von;Bonin, Tabitha von;Rud, Johan;Er hatte keine Augen;Fictional prose;NOR;DE;Author also known as Nils Johan Rud.
DE;ME;1952;49;6;3;Anon.;Anon.;Toynbee, Arnold J.;Asiens Rückstoss;Non-fictional prose;EN-BE;DE;Based on a speech (“The impact of Asia”)
DE;ME;1952;49;6;3;Horst, Karl August;Horst, Karl August;Marañón, Gregorio;Theorie des Ressentiments;Non-fictional prose;SP;DE;A study, published in the book “Tiberio: Historia de un Resentimiento”
DE;ME;1952;49;6;3;Curtius, Ernst Robert;Curtius, Ernst Robert;Guillén, Jorge;Urbanität;Poetry;SP;DE;"Part of a group of 3 poems titled ""Gedichte"". Presumably from ""Cántico."" Guillén was a Spanish lecturer in the US in 1952."
DE;ME;1952;49;6;3;Curtius, Ernst Robert;Curtius, Ernst Robert;Guillén, Jorge;Schwingungsweite;Poetry;SP;DE;"Part of a group of 3 poems titled ""Gedichte"". Presumably from ""Cántico."" Guillén was a Spanish lecturer in the US in 1952."
DE;ME;1952;49;6;3;Curtius, Ernst Robert;Curtius, Ernst Robert;Guillén, Jorge;Florida;Poetry;SP;DE;"Part of a group of 3 poems titled ""Gedichte"". Presumably from ""Cántico."" Guillén was a Spanish lecturer in the US in 1952."
DE;ME;1952;49;6;3;Schaefer-Rümelin, Maria;Schaefer-Rümelin, Maria;Gide, André;Intimes Tagebuch;Life-writing;FR;DE;First published after the author’s death (“Et nunc manet in te”)
DE;ME;1952;50;6;4;Rechel, Eva;Rechel, Eva;Auden, W. H.;Natur, Geschichte und Poesie;Non-fictional prose;EN-BE;DE;
DE;ME;1952;51;6;5;Schröder, Rudolf Alexander;Schröder, Rudolf Alexander;Virgil;Didos Tod;Poetry;LAT;DE;Ancient Roman poet of the Augustan period
DE;ME;1952;51;6;5;Einsiedel, Wolfgang von;Einsiedel, Wolfgang von;Herling, Gustav;Der Eisbrecher: Aus einem russischen Arbeitslager;Life-writing;EN-BE;DE;"Polish writer; the article in Merkur is a chapter of his most famous book “A World Apart” (a personal account of life in the Soviet Gulag), first published in London, 1951, thus probably EN-BE. Author also known as Gustaw Herling-Grudziński."
DE;ME;1952;51;6;5;Dülberg, Peter;Dülberg, Peter;Camus, Albert;Ein Literat: Über den Marquis de Sade;Non-fictional prose;FR;DE;"Essay; chapter in collection of essays “L'homme revolté“ (Gallimard, Paris, 1951)"
DE;ME;1952;51;6;5;Jaffé, Fritz;Jaffé, Fritz;Còccioli, Carlo;Die Photographie;Fictional prose;"IT; FR; SP";DE;Cóccioli wrote in Italian, Spanish and French
DE;ME;1952;52;6;6;Horst, Karl August;Horst, Karl August;Kazantzakis, Nikos;Kretische Weltschau;Non-fictional prose;FR;DE;Excerpt from the book “Ascèse” (Collection de l‘institut Français d'Athènes, 1951). 
DE;ME;1952;53;6;7;NONE;NONE;NONE;NONE;NONE;NONE;NONE;
DE;ME;1952;54;6;8;Anon.;Anon.;Buber, Martin;Hoffnung für diese Stunde: Eine Ansprache;Non-fictional prose;EN-AE;DE;Speech in New Yorker Carnegie Hall, 1952
DE;ME;1952;54;6;8;Jaffé, Fritz;Jaffé, Fritz;Soldati, Mario;Die grüne Jacke;Fictional prose;IT;DE;"A narrative; part 1 of “A cena col commendatore” (Longanesi, Milan)"
DE;ME;1952;55;6;9;Rechel, Eva;Rechel, Eva;Merleau-Ponty, Maurice;Der Mensch und die Widerständigkeit des Daseins;Non-fictional prose;FR;DE;"Speech (“L‘homme et l’adversité”) at the Rencontres Internationales in Geneva, 1951; Merleau-Ponty was a professor of philosophy at the Sorbonne and co-editor of Sartre’s journal “Les Temps Modernes”"
DE;ME;1952;55;6;9;Jaffé, Fritz;Jaffé, Fritz;Soldati, Mario;Die grüne Jacke;Fictional prose;IT;DE;"Part 2; part 1 in Vol. 54, 1952"
DE;ME;1952;56;6;10;Möring, Richard;Möring, Richard;Apollinaire, Guillaume;Die Herbstzeitlosen;Poetry;FR;DE;"French poet and writer of Italian-Polish origin, wrote in French;  Part of a group of 3 poems titled ""Gedichte"""
DE;ME;1952;56;6;10;Möring, Richard;Möring, Richard;Apollinaire, Guillaume;Herbst;Poetry;FR;DE;"French poet and writer of Italian-Polish origin, wrote in French;  Part of a group of 3 poems titled ""Gedichte"""
